"","chr","hg38.start","hg38.end","hg19.coord","score","strand","hg38.coord","hg38.id","DS.gok","DS.liu","DS.sy5y","DS.esc","DS.org","nDS","DB.atlas","DB.pedia","DB.base","DB.fun","nDB", "reason.excluded"
"734","chr12",98773042,98801125,"chr12_99166820_99194903_+",0,"+","chr12_98773042_98801125_+","chr12_98773042_98801125_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-90E9.1"
"735","chr12",98773042,98832136,"chr12_99166820_99225914_+",0,"+","chr12_98773042_98832136_+","chr12_98773042_98832136_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-90E9.1"
"736","chr12",98798934,98832136,"chr12_99192712_99225914_+",0,"+","chr12_98798934_98832136_+","chr12_98798934_98832136_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"737","chr12",99244342,99504641,"chr12_99638120_99898419_+",0,"+","chr12_99244342_99504641_+","chr12_99244342_99504641_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"738","chr12",99772922,99782097,"chr12_100166700_100175875_+",0,"+","chr12_99772922_99782097_+","chr12_99772922_99782097_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"739","chr12",100170937,100180716,"chr12_100564715_100574494_+",0,"+","chr12_100170937_100180716_+","chr12_100170937_100180716_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"740","chr12",100282943,100298175,"chr12_100676721_100691953_-",0,"-","chr12_100282943_100298175_-","chr12_100282943_100298175_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"741","chr12",106051277,106059414,"chr12_106445055_106453192_-",0,"-","chr12_106051277_106059414_-","chr12_106051277_106059414_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"742","chr12",106825726,106860412,"chr12_107219504_107254190_-",0,"-","chr12_106825726_106860412_-","chr12_106825726_106860412_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"743","chr12",108652272,108654410,"chr12_109046048_109048186_+",0,"+","chr12_108652272_108654410_+","chr12_108652272_108654410_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"744","chr12",109071612,109073532,"chr12_109509417_109511337_-",0,"-","chr12_109071612_109073532_-","chr12_109071612_109073532_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"745","chr12",109488572,109507735,"chr12_109926377_109945540_-",0,"-","chr12_109488572_109507735_-","chr12_109488572_109507735_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"746","chr12",109770232,109770341,"chr12_110208037_110208146_-",0,"-","chr12_109770232_109770341_-","chr12_109770232_109770341_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"FALSE","FALSE","TRUE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: MGC14436"
"747","chr12",110127360,110163065,"chr12_110565165_110600870_-",0,"-","chr12_110127360_110163065_-","chr12_110127360_110163065_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"748","chr12",110128950,110136860,"chr12_110566755_110574665_-",0,"-","chr12_110128950_110136860_-","chr12_110128950_110136860_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"749","chr12",110381752,110396452,"chr12_110819557_110834257_+",0,"+","chr12_110381752_110396452_+","chr12_110381752_110396452_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"750","chr12",110485078,110487943,"chr12_110922883_110925748_-",0,"-","chr12_110485078_110487943_-","chr12_110485078_110487943_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"751","chr12",110485078,110490171,"chr12_110922883_110927976_-",0,"-","chr12_110485078_110490171_-","chr12_110485078_110490171_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"752","chr12",111470108,111488780,"chr12_111907912_111926584_+",0,"+","chr12_111470108_111488780_+","chr12_111470108_111488780_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"753","chr12",111509549,111510582,"chr12_111947353_111948386_+",0,"+","chr12_111509549_111510582_+","chr12_111509549_111510582_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"754","chr12",111509549,111552977,"chr12_111947353_111990781_+",0,"+","chr12_111509549_111552977_+","chr12_111509549_111552977_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"755","chr12",111513357,111555919,"chr12_111951161_111993723_+",0,"+","chr12_111513357_111555919_+","chr12_111513357_111555919_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"756","chr12",111649939,111679340,"chr12_112087743_112117144_+",0,"+","chr12_111649939_111679340_+","chr12_111649939_111679340_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"757","chr12",112269704,112273795,"chr12_112707508_112711599_+",0,"+","chr12_112269704_112273795_+","chr12_112269704_112273795_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"758","chr12",116928023,116964854,"chr12_117365828_117402659_-",0,"-","chr12_116928023_116964854_-","chr12_116928023_116964854_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"759","chr12",120782655,120784593,"chr12_121220458_121222396_+",0,"+","chr12_120782655_120784593_+","chr12_120782655_120784593_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"760","chr12",120782655,120791557,"chr12_121220458_121229360_+",0,"+","chr12_120782655_120791557_+","chr12_120782655_120791557_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"761","chr12",122288489,122316855,"chr12_122773036_122801402_+",0,"+","chr12_122288489_122316855_+","chr12_122288489_122316855_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"762","chr12",122288489,122334705,"chr12_122773036_122819252_+",0,"+","chr12_122288489_122334705_+","chr12_122288489_122334705_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"763","chr12",122327947,122341697,"chr12_122812494_122826244_+",0,"+","chr12_122327947_122341697_+","chr12_122327947_122341697_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"764","chr12",122340753,122341697,"chr12_122825300_122826244_+",0,"+","chr12_122340753_122341697_+","chr12_122340753_122341697_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"765","chr12",122340753,122347479,"chr12_122825300_122832026_+",0,"+","chr12_122340753_122347479_+","chr12_122340753_122347479_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"766","chr12",122517227,122522299,"chr12_123001774_123006846_+",0,"+","chr12_122517227_122522299_+","chr12_122517227_122522299_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"767","chr12",123194386,123223127,"chr12_123678933_123707674_+",0,"+","chr12_123194386_123223127_+","chr12_123194386_123223127_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"768","chr12",123210056,123223127,"chr12_123694603_123707674_+",0,"+","chr12_123210056_123223127_+","chr12_123210056_123223127_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"769","chr12",123313620,123323831,"chr12_123798167_123808378_+",0,"+","chr12_123313620_123323831_+","chr12_123313620_123323831_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"770","chr12",123340988,123350441,"chr12_123825535_123834988_+",0,"+","chr12_123340988_123350441_+","chr12_123340988_123350441_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"771","chr12",123688051,123707073,"chr12_124172598_124191620_-",0,"-","chr12_123688051_123707073_-","chr12_123688051_123707073_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"772","chr12",123793942,123800388,"chr12_124278489_124284935_-",0,"-","chr12_123793942_123800388_-","chr12_123793942_123800388_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"773","chr12",126403884,126407940,"chr12_126888430_126892486_+",0,"+","chr12_126403884_126407940_+","chr12_126403884_126407940_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"774","chr12",126403884,126407940,"chr12_126888430_126892486_-",0,"-","chr12_126403884_126407940_-","chr12_126403884_126407940_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP5-944M2.1"
"775","chr12",127492164,127507561,"chr12_127976709_127992106_+",0,"+","chr12_127492164_127507561_+","chr12_127492164_127507561_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"776","chr13",19283200,19317057,"chr13_19857340_19891197_-",0,"-","chr13_19283200_19317057_-","chr13_19283200_19317057_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"777","chr13",19772242,19835689,"chr13_20346382_20409829_+",0,"+","chr13_19772242_19835689_+","chr13_19772242_19835689_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"778","chr13",19851355,19852190,"chr13_20425495_20426330_+",0,"+","chr13_19851355_19852190_+","chr13_19851355_19852190_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"779","chr13",19865471,19953138,"chr13_20439611_20527278_+",0,"+","chr13_19865471_19953138_+","chr13_19865471_19953138_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"780","chr13",19865471,19953138,"chr13_20439611_20527278_-",0,"-","chr13_19865471_19953138_-","chr13_19865471_19953138_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: AL591925.1"
"781","chr13",19865471,19956611,"chr13_20439611_20530751_-",0,"-","chr13_19865471_19956611_-","chr13_19865471_19956611_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: AL591925.1"
"782","chr13",19865471,19956611,"chr13_20439611_20530751_+",0,"+","chr13_19865471_19956611_+","chr13_19865471_19956611_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"783","chr13",19865471,19956840,"chr13_20439611_20530980_-",0,"-","chr13_19865471_19956840_-","chr13_19865471_19956840_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: AL591925.1"
"784","chr13",20026612,20059562,"chr13_20600752_20633702_-",0,"-","chr13_20026612_20059562_-","chr13_20026612_20059562_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"785","chr13",21161790,21168399,"chr13_21735929_21742538_+",0,"+","chr13_21161790_21168399_+","chr13_21161790_21168399_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"786","chr13",21381434,21391854,"chr13_21955573_21965993_+",0,"+","chr13_21381434_21391854_+","chr13_21381434_21391854_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"787","chr13",24889316,24913091,"chr13_25463454_25487229_+",0,"+","chr13_24889316_24913091_+","chr13_24889316_24913091_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"788","chr13",24899419,24913091,"chr13_25473557_25487229_+",0,"+","chr13_24899419_24913091_+","chr13_24899419_24913091_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"789","chr13",24903926,24913091,"chr13_25478064_25487229_+",0,"+","chr13_24903926_24913091_+","chr13_24903926_24913091_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"790","chr13",27207295,27208050,"chr13_27781432_27782187_-",0,"-","chr13_27207295_27208050_-","chr13_27207295_27208050_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"791","chr13",28174272,28177935,"chr13_28748409_28752072_-",0,"-","chr13_28174272_28177935_-","chr13_28174272_28177935_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"792","chr13",28174272,28197346,"chr13_28748409_28771483_-",0,"-","chr13_28174272_28197346_-","chr13_28174272_28197346_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"793","chr13",28256292,28281379,"chr13_28830429_28855516_-",0,"-","chr13_28256292_28281379_-","chr13_28256292_28281379_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"794","chr13",29024457,29034125,"chr13_29598594_29608262_-",0,"-","chr13_29024457_29034125_-","chr13_29024457_29034125_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"795","chr13",30952660,30969046,"chr13_31526797_31543183_-",0,"-","chr13_30952660_30969046_-","chr13_30952660_30969046_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"796","chr13",32261616,32267359,"chr13_32835753_32841496_-",0,"-","chr13_32261616_32267359_-","chr13_32261616_32267359_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"797","chr13",32442388,32444126,"chr13_33016525_33018263_-",0,"-","chr13_32442388_32444126_-","chr13_32442388_32444126_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"798","chr13",32477887,32480637,"chr13_33052024_33054774_-",0,"-","chr13_32477887_32480637_-","chr13_32477887_32480637_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: "
"799","chr13",32753332,32760720,"chr13_33327470_33334858_-",0,"-","chr13_32753332_32760720_-","chr13_32753332_32760720_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"800","chr13",32985692,32986237,"chr13_33559830_33560375_+",0,"+","chr13_32985692_32986237_+","chr13_32985692_32986237_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"801","chr13",35208700,35211179,"chr13_35782837_35785316_-",0,"-","chr13_35208700_35211179_-","chr13_35208700_35211179_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"802","chr13",35805699,35836141,"chr13_36379836_36410278_+",0,"+","chr13_35805699_35836141_+","chr13_35805699_35836141_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"803","chr13",35822729,35839176,"chr13_36396866_36413313_+",0,"+","chr13_35822729_35839176_+","chr13_35822729_35839176_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"804","chr13",39694634,39727548,"chr13_40268771_40301685_-",0,"-","chr13_39694634_39727548_-","chr13_39694634_39727548_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"805","chr13",41252645,41260875,"chr13_41826781_41835011_+",0,"+","chr13_41252645_41260875_+","chr13_41252645_41260875_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"806","chr13",41318806,41328843,"chr13_41892942_41902979_-",0,"-","chr13_41318806_41328843_-","chr13_41318806_41328843_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"807","chr13",41865736,41887361,"chr13_42439872_42461497_+",0,"+","chr13_41865736_41887361_+","chr13_41865736_41887361_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"808","chr13",44640317,44664035,"chr13_45214453_45238171_+",0,"+","chr13_44640317_44664035_+","chr13_44640317_44664035_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"809","chr13",45004305,45015596,"chr13_45578440_45589731_-",0,"-","chr13_45004305_45015596_-","chr13_45004305_45015596_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"810","chr13",45004305,45020428,"chr13_45578440_45594563_-",0,"-","chr13_45004305_45020428_-","chr13_45004305_45020428_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"811","chr13",45516143,45530780,"chr13_46090278_46104915_-",0,"-","chr13_45516143_45530780_-","chr13_45516143_45530780_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"812","chr13",45975283,45989097,"chr13_46549418_46563232_+",0,"+","chr13_45975283_45989097_+","chr13_45975283_45989097_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"813","chr13",45988787,46020557,"chr13_46562922_46594692_+",0,"+","chr13_45988787_46020557_+","chr13_45988787_46020557_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"814","chr13",46003139,46020557,"chr13_46577274_46594692_+",0,"+","chr13_46003139_46020557_+","chr13_46003139_46020557_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
